Id_caso;año;ubigeo_hecho;fecha_denuncia;desc_delito_generico;desc_delito_subgenerico;desc_delito_especifico;cantidad_partes_involucras;cantidad_x_tipo_parte;codigo_etapa_caso;descripcion_etapa_caso;descripcion_estado_caso;canal_denuncia;CC.EST;NY.GDP.MKTP.KD;NY.GDP.NGAS.RT.ZS;NY.GDP.PETR.RT.ZS;NY.GDP.MINR.RT.ZS;GC.TAX.TOTL.GD.ZS;PV.EST;RQ.EST;GE.EST;RL.EST;delincuencia;Departamento;NSE
711;2022;1701;8/18/2022;2;2;11;5;7;3;1;3;1;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;17;5
712;2022;1901;2/17/2022;2;2;4;3;10;2;3;1;2;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;19;4
713;2021;0201;11/20/2021;2;2;15;3;4;2;3;2;4;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;2;1
714;2022;2501;12/5/2022;2;2;5;2;6;1;2;2;1;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;25;5
715;2020;2001;6/11/2020;1;1;9;3;8;3;1;1;1;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;20;1
716;2019;0501;10/4/2019;2;2;7;2;6;2;3;1;1;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;5;2
717;2021;0301;1/11/2021;2;2;11;5;9;1;2;3;2;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;3;4
718;2019;0901;5/3/2019;2;2;8;2;7;1;2;1;3;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;9;1
719;2021;2401;9/10/2021;2;2;12;3;2;3;1;2;2;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;24;3
720;2019;0901;3/19/2019;1;1;9;4;8;3;1;2;3;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;9;5
721;2023;0601;4/27/2023;2;2;4;3;3;2;3;3;1;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;6;5
722;2019;2301;3/15/2019;2;2;15;2;2;1;2;3;2;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;23;1
723;2020;1101;2/3/2020;2;2;5;2;4;1;2;2;4;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;11;4
724;2019;0101;5/29/2019;2;2;5;3;8;3;1;3;1;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;1;5
725;2023;0601;10/21/2023;2;2;14;3;2;3;1;3;1;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;6;2
726;2020;1508;12/13/2020;2;2;2;1;8;2;3;2;1;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;15;4
727;2019;0301;11/11/2019;2;2;13;5;6;3;1;2;1;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;3;1
728;2023;0101;6/16/2023;2;2;8;2;3;2;3;3;2;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;1;2
729;2019;1401;12/3/2019;2;2;6;3;8;2;3;1;1;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;14;3
730;2021;2401;10/16/2021;2;2;3;4;2;3;1;1;4;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;24;1
731;2021;1508;8/28/2021;1;1;9;4;9;2;3;1;1;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;15;3
732;2020;0601;8/28/2020;2;2;14;5;1;2;3;1;3;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;6;5
733;2023;1508;2/20/2023;2;2;14;4;3;1;2;1;3;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;15;5
734;2023;1508;11/26/2023;2;2;12;5;5;3;1;1;4;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;15;3
735;2022;1401;7/28/2022;2;2;6;2;1;3;1;3;2;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;14;1
736;2020;1401;12/9/2020;2;2;4;4;7;3;1;1;3;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;14;3
737;2020;2101;2/25/2020;2;2;1;3;6;1;2;2;1;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;21;5
738;2022;0301;11/20/2022;1;1;9;1;4;3;1;1;2;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;3;4
739;2022;1301;6/24/2022;2;2;3;5;2;3;1;3;3;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;13;2
740;2019;0801;9/30/2019;2;2;5;3;4;1;2;3;3;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;8;1
741;2022;1301;4/25/2022;2;2;1;5;4;2;3;1;1;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;13;4
742;2021;0501;3/23/2021;2;2;8;3;4;1;2;3;3;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;5;4
743;2023;0201;9/13/2023;2;2;8;4;1;2;3;1;4;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;2;4
744;2023;1101;2/2/2023;2;2;14;1;9;2;3;3;2;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;11;1
745;2023;0701;3/4/2023;2;2;11;4;6;3;1;2;2;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;7;5
746;2019;1901;6/10/2019;2;2;15;2;5;1;2;3;4;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;19;2
747;2021;0101;11/15/2021;2;2;5;5;4;3;1;3;1;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;1;4
748;2021;1701;8/19/2021;2;2;12;1;2;3;1;3;1;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;17;1
749;2019;0801;5/10/2019;2;2;11;5;8;2;3;1;1;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;8;5
750;2022;0701;5/11/2022;2;2;1;2;3;3;1;2;1;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;7;3
751;2021;0601;4/4/2021;2;2;7;3;3;2;3;1;2;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;6;4
752;2022;0301;6/22/2022;2;2;14;2;7;2;3;1;3;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;3;1
753;2022;2201;6/19/2022;2;2;1;2;3;1;2;1;2;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;22;2
754;2020;0801;8/19/2020;2;2;5;1;1;2;3;1;2;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;8;5
755;2021;0201;8/26/2021;2;2;14;5;1;1;2;1;1;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;2;1
756;2022;0501;10/28/2022;2;2;5;3;6;2;3;2;3;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;5;4
757;2020;1701;1/9/2020;2;2;13;3;4;2;3;2;4;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;17;2
758;2019;1701;9/27/2019;2;2;5;2;9;2;3;2;3;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;17;2
759;2023;1701;12/12/2023;2;2;4;3;1;2;3;3;3;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;17;5
760;2020;0701;8/11/2020;2;2;13;5;2;3;1;2;4;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;7;1
761;2019;1901;3/27/2019;1;1;10;3;1;3;1;1;4;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;19;5
762;2022;0301;10/8/2022;2;2;6;1;7;2;3;2;1;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;3;3
763;2022;0401;3/21/2022;2;2;3;3;6;3;1;3;3;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;4;5
764;2019;0901;5/4/2019;1;1;9;2;9;3;1;2;3;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;9;4
765;2021;0701;9/10/2021;2;2;2;1;7;2;3;1;3;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;7;5
766;2023;2101;10/14/2023;2;2;15;4;4;3;1;2;3;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;21;1
767;2020;1101;5/30/2020;2;2;8;4;7;3;1;3;3;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;11;1
768;2023;0201;12/6/2023;2;2;7;5;1;3;1;2;2;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;2;4
769;2021;0901;9/4/2021;2;2;5;3;7;1;2;2;4;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;9;3
770;2023;2001;6/18/2023;2;2;8;5;9;2;3;3;2;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;20;4
771;2023;2501;12/9/2023;2;2;11;1;10;3;1;2;3;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;25;5
772;2020;0901;4/22/2020;2;2;13;2;8;1;2;3;4;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;9;4
773;2023;2101;5/10/2023;2;2;5;3;10;3;1;2;2;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;21;3
774;2021;1601;7/17/2021;2;2;11;2;9;1;2;3;1;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;16;1
775;2020;2101;7/31/2020;2;2;15;5;7;2;3;2;3;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;21;3
776;2023;2101;6/14/2023;2;2;4;2;5;3;1;3;2;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;21;5
777;2020;1001;4/5/2020;1;1;9;1;10;1;2;1;1;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;10;2
778;2022;2501;6/12/2022;2;2;12;4;8;3;1;2;4;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;25;1
779;2020;1601;12/18/2020;2;2;14;2;3;3;1;1;1;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;16;4
780;2022;2501;7/23/2022;2;2;13;3;4;2;3;1;3;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;25;1
781;2022;1701;9/23/2022;2;2;2;4;3;2;3;1;2;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;17;5
782;2022;1001;6/30/2022;2;2;5;4;4;2;3;2;2;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;10;1
783;2023;1201;5/26/2023;2;2;8;3;9;3;1;1;2;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;12;5
784;2021;0601;10/27/2021;2;2;4;4;6;3;1;2;1;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;6;3
785;2023;2301;5/28/2023;1;1;10;2;6;2;3;1;3;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;23;3
786;2022;2501;9/20/2022;2;2;14;3;9;2;3;1;2;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;25;5
787;2023;2401;5/26/2023;2;2;11;5;9;1;2;2;1;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;24;2
788;2019;1401;7/26/2019;2;2;3;2;6;2;3;3;2;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;14;2
789;2020;2401;9/30/2020;2;2;3;3;3;2;3;2;2;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;24;4
790;2019;0201;2/27/2019;2;2;8;3;4;1;2;3;1;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;2;5
791;2022;0401;12/8/2022;2;2;11;3;9;1;2;1;2;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;4;2
792;2020;2101;12/28/2020;2;2;8;2;1;2;3;2;3;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;21;3
793;2020;2401;9/8/2020;2;2;1;1;1;2;3;1;4;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;24;4
794;2023;0801;3/6/2023;2;2;1;5;6;2;3;1;2;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;8;4
795;2019;2301;6/15/2019;1;1;10;1;2;2;3;1;2;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;23;2
796;2021;0101;6/20/2021;2;2;4;1;4;2;3;3;4;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;1;5
797;2022;0901;1/14/2022;2;2;7;5;3;2;3;1;4;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;9;5
798;2020;0901;4/6/2020;2;2;12;3;1;3;1;2;3;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;9;3
799;2022;2401;7/24/2022;2;2;1;1;7;1;2;1;1;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;24;1
800;2021;0201;7/25/2021;2;2;6;1;1;2;3;2;1;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;2;2
801;2022;0101;3/3/2022;2;2;2;1;5;3;1;3;2;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;1;3
802;2022;1901;5/11/2022;2;2;5;5;3;3;1;1;2;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;19;1
803;2022;0601;1/27/2022;2;2;8;3;5;1;2;3;4;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;6;4
804;2019;2001;12/23/2019;2;2;2;4;3;1;2;3;2;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;20;2
805;2021;1301;1/22/2021;2;2;15;2;3;1;2;1;1;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;13;5
806;2019;0701;11/10/2019;2;2;2;1;5;1;2;2;4;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;7;1
807;2020;1701;3/3/2020;2;2;12;5;2;1;2;2;4;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;17;1
808;2019;1401;9/6/2019;1;1;10;1;1;3;1;2;2;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;14;4
809;2022;2001;4/12/2022;1;1;9;5;7;3;1;1;1;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;20;3
810;2021;1401;1/20/2021;2;2;1;4;2;2;3;3;3;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;14;2
811;2020;2001;5/5/2020;2;2;1;4;5;3;1;1;2;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;20;4
812;2021;1901;10/1/2021;2;2;3;4;3;3;1;3;2;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;19;1
813;2021;2001;10/6/2021;2;2;15;4;10;2;3;2;3;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;20;2
814;2022;2301;1/19/2022;2;2;4;2;3;1;2;3;2;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;23;1
815;2019;0401;5/7/2019;2;2;14;2;1;1;2;1;2;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;4;3
816;2019;0301;10/3/2019;2;2;3;4;4;1;2;1;2;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;3;1
817;2022;2401;3/22/2022;2;2;4;2;5;3;1;2;4;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;24;1
818;2019;0401;2/6/2019;2;2;4;5;3;3;1;3;3;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;4;5
819;2020;0201;5/3/2020;2;2;3;2;10;2;3;2;1;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;2;4
820;2021;0801;3/1/2021;1;1;10;3;6;2;3;3;4;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;8;2
821;2020;1601;5/27/2020;2;2;8;4;10;2;3;2;3;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;16;4
822;2019;0601;7/17/2019;2;2;11;2;10;3;1;3;1;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;6;1
823;2022;1201;6/11/2022;2;2;5;1;7;3;1;1;2;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;12;2
824;2021;0401;7/24/2021;2;2;3;2;3;2;3;1;3;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;4;5
825;2019;2301;4/4/2019;2;2;1;4;5;2;3;3;3;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;23;2
826;2020;0501;1/30/2020;2;2;6;3;6;2;3;2;3;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;5;3
827;2022;1801;2/4/2022;2;2;8;2;6;3;1;3;2;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;18;1
828;2021;1601;10/25/2021;1;1;9;5;8;1;2;2;1;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;16;1
829;2019;1801;1/17/2019;2;2;1;1;7;1;2;3;1;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;18;4
830;2020;1101;10/21/2020;2;2;3;3;1;2;3;2;2;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;11;2
831;2020;0801;8/7/2020;2;2;7;3;10;1;2;3;4;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;8;1
832;2021;1701;7/24/2021;2;2;8;2;8;2;3;1;2;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;17;5
833;2020;1901;11/5/2020;2;2;1;1;10;1;2;1;1;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;19;4
834;2022;2501;6/14/2022;2;2;5;3;8;3;1;1;3;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;25;3
835;2022;2501;10/31/2022;1;1;10;2;9;3;1;2;2;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;25;2
836;2023;0401;10/25/2023;2;2;11;5;1;3;1;2;4;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;4;3
837;2023;2201;12/13/2023;2;2;8;2;7;2;3;3;3;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;22;3
838;2022;1801;11/2/2022;2;2;5;4;5;3;1;1;4;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;18;4
839;2022;2201;8/15/2022;2;2;8;3;7;2;3;1;2;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;22;3
840;2020;2101;1/4/2020;2;2;11;1;9;1;2;2;3;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;21;3
841;2023;1101;10/22/2023;2;2;11;4;7;3;1;2;4;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;11;3
842;2019;0601;12/3/2019;2;2;15;3;1;3;1;1;2;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;6;2
843;2023;1701;2/26/2023;2;2;15;3;10;1;2;2;1;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;17;2
844;2022;2201;9/17/2022;1;1;9;5;4;3;1;1;4;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;22;5
845;2020;1201;8/1/2020;2;2;15;2;5;3;1;3;2;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;12;4
846;2019;1001;10/8/2019;2;2;3;5;2;2;3;3;1;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;10;2
847;2021;0601;9/1/2021;2;2;13;1;1;1;2;1;4;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;6;1
848;2019;1508;9/21/2019;1;1;9;4;1;2;3;3;4;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;15;5
849;2022;1508;2/16/2022;2;2;13;3;9;3;1;1;1;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;15;3
850;2022;1801;2/8/2022;2;2;2;1;1;2;3;3;2;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;18;4
851;2019;2401;7/31/2019;2;2;7;4;4;3;1;1;3;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;24;4
852;2020;2301;1/13/2020;2;2;8;5;4;2;3;1;3;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;23;3
853;2020;1901;8/11/2020;2;2;1;2;4;2;3;1;3;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;19;5
854;2021;1001;9/11/2021;2;2;3;3;5;2;3;3;1;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;10;2
855;2020;0801;12/9/2020;2;2;2;4;7;3;1;2;1;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;8;1
856;2020;2001;10/12/2020;2;2;11;2;4;3;1;1;2;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;20;4
857;2021;1301;6/18/2021;2;2;2;5;10;1;2;3;4;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;13;3
858;2022;1901;5/24/2022;2;2;1;2;8;2;3;3;4;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;19;2
859;2020;1501;5/5/2020;2;2;11;5;7;3;1;3;2;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;15;1
860;2021;1701;11/28/2021;2;2;2;4;1;1;2;3;3;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;17;5
861;2021;0401;3/17/2021;2;2;15;1;8;3;1;1;4;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;4;4
862;2022;0201;2/8/2022;2;2;13;1;4;1;2;3;4;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;2;2
863;2022;2201;1/19/2022;2;2;1;2;4;1;2;3;3;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;22;4
864;2020;1801;1/11/2020;2;2;8;3;7;1;2;2;1;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;18;3
865;2019;0201;3/18/2019;2;2;8;2;9;2;3;1;1;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;2;4
866;2021;1501;3/17/2021;2;2;13;3;7;3;1;2;4;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;15;4
867;2023;0701;2/6/2023;2;2;13;1;8;2;3;1;4;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;7;4
868;2020;0901;12/27/2020;2;2;12;5;10;2;3;1;3;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;9;1
869;2019;1801;2/23/2019;2;2;1;1;4;3;1;2;4;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;18;2
870;2019;0701;6/14/2019;1;1;10;4;3;2;3;1;1;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;7;4
871;2019;1701;2/3/2019;2;2;7;2;9;1;2;2;2;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;17;5
872;2019;2501;11/1/2019;2;2;4;3;4;2;3;2;3;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;25;4
873;2022;0201;8/13/2022;1;1;9;5;2;2;3;1;1;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;2;1
874;2020;1201;12/2/2020;2;2;11;2;8;3;1;2;2;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;12;2
875;2019;1001;1/2/2019;2;2;8;3;10;3;1;1;2;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;10;4
876;2020;1301;11/29/2020;2;2;7;1;3;3;1;3;4;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;13;3
877;2023;0801;2/21/2023;1;1;10;1;5;2;3;2;4;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;8;4
878;2023;2101;8/21/2023;1;1;9;1;4;2;3;2;1;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;21;2
879;2022;0301;6/15/2022;2;2;8;5;3;1;2;2;2;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;3;4
