Id_caso;año;ubigeo_hecho;fecha_denuncia;desc_delito_generico;desc_delito_subgenerico;desc_delito_especifico;cantidad_partes_involucras;cantidad_x_tipo_parte;codigo_etapa_caso;descripcion_etapa_caso;descripcion_estado_caso;canal_denuncia;CC.EST;NY.GDP.MKTP.KD;NY.GDP.NGAS.RT.ZS;NY.GDP.PETR.RT.ZS;NY.GDP.MINR.RT.ZS;GC.TAX.TOTL.GD.ZS;PV.EST;RQ.EST;GE.EST;RL.EST;delincuencia;Departamento;NSE
810;2021;1005;1/20/2021;2;2;1;4;2;2;3;3;3;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;14;2
811;2020;1003;5/5/2020;2;2;1;4;5;3;1;1;2;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;20;4
812;2021;1003;10/1/2021;2;2;3;4;3;3;1;3;2;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;19;1
813;2021;1001;10/6/2021;2;2;15;4;10;2;3;2;3;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;20;2
814;2022;1004;1/19/2022;2;2;4;2;3;1;2;3;2;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;23;1
815;2024;1003;5/7/2024;2;2;14;2;1;1;2;1;2;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;4;3
816;2024;1002;10/3/2024;2;2;3;4;4;1;2;1;2;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;3;1
817;2022;1004;3/22/2022;2;2;4;2;5;3;1;2;4;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;24;1
818;2024;1005;2/6/2024;2;2;4;5;3;3;1;3;3;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;4;5
819;2020;1004;5/3/2020;2;2;3;2;10;2;3;2;1;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;2;4
820;2021;1001;3/1/2021;1;1;10;3;6;2;3;3;4;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;8;2
821;2020;1003;5/27/2020;2;2;8;4;10;2;3;2;3;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;16;4
822;2024;1004;7/17/2024;2;2;11;2;10;3;1;3;1;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;6;1
823;2022;1003;6/11/2022;2;2;5;1;7;3;1;1;2;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;12;2
824;2021;1005;7/24/2021;2;2;3;2;3;2;3;1;3;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;4;5
825;2024;1004;4/4/2024;2;2;1;4;5;2;3;3;3;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;23;2
826;2020;1002;1/30/2020;2;2;6;3;6;2;3;2;3;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;5;3
827;2022;1001;2/4/2022;2;2;8;2;6;3;1;3;2;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;18;1
828;2021;1004;10/25/2021;1;1;9;5;8;1;2;2;1;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;16;1
829;2024;1001;1/17/2024;2;2;1;1;7;1;2;3;1;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;18;4
830;2020;1004;10/21/2020;2;2;3;3;1;2;3;2;2;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;11;2
831;2020;1005;8/7/2020;2;2;7;3;10;1;2;3;4;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;8;1
832;2021;1004;7/24/2021;2;2;8;2;8;2;3;1;2;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;17;5
833;2020;1004;11/5/2020;2;2;1;1;10;1;2;1;1;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;19;4
834;2022;1002;6/14/2022;2;2;5;3;8;3;1;1;3;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;25;3
835;2022;1005;10/31/2022;1;1;10;2;9;3;1;2;2;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;25;2
836;2023;1005;10/25/2023;2;2;11;5;1;3;1;2;4;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;4;3
837;2023;1001;12/13/2023;2;2;8;2;7;2;3;3;3;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;22;3
838;2022;1003;11/2/2022;2;2;5;4;5;3;1;1;4;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;18;4
839;2022;1004;8/15/2022;2;2;8;3;7;2;3;1;2;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;22;3
840;2020;1004;1/4/2020;2;2;11;1;9;1;2;2;3;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;21;3
841;2023;1004;10/22/2023;2;2;11;4;7;3;1;2;4;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;11;3
842;2024;1005;12/3/2024;2;2;15;3;1;3;1;1;2;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;6;2
843;2023;1005;2/26/2023;2;2;15;3;10;1;2;2;1;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;17;2
844;2022;1005;9/17/2022;1;1;9;5;4;3;1;1;4;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;22;5
845;2020;1001;8/1/2020;2;2;15;2;5;3;1;3;2;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;12;4
846;2024;1002;10/8/2024;2;2;3;5;2;2;3;3;1;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;10;2
847;2021;1004;9/1/2021;2;2;13;1;1;1;2;1;4;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;6;1
848;2024;1001;9/21/2024;1;1;9;4;1;2;3;3;4;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;15;5
849;2022;1001;2/16/2022;2;2;13;3;9;3;1;1;1;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;15;3
850;2022;1002;2/8/2022;2;2;2;1;1;2;3;3;2;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;18;4
851;2024;1004;7/31/2024;2;2;7;4;4;3;1;1;3;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;24;4
852;2020;1001;1/13/2020;2;2;8;5;4;2;3;1;3;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;23;3
853;2020;1005;8/11/2020;2;2;1;2;4;2;3;1;3;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;19;5
854;2021;1003;9/11/2021;2;2;3;3;5;2;3;3;1;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;10;2
855;2020;1003;12/9/2020;2;2;2;4;7;3;1;2;1;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;8;1
856;2020;1001;10/12/2020;2;2;11;2;4;3;1;1;2;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;20;4
857;2021;1004;6/18/2021;2;2;2;5;10;1;2;3;4;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;13;3
858;2022;1002;5/24/2022;2;2;1;2;8;2;3;3;4;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;19;2
859;2020;1001;5/5/2020;2;2;11;5;7;3;1;3;2;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;15;1
860;2021;1003;11/28/2021;2;2;2;4;1;1;2;3;3;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;17;5
861;2021;1003;3/17/2021;2;2;15;1;8;3;1;1;4;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;4;4
862;2022;1001;2/8/2022;2;2;13;1;4;1;2;3;4;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;2;2
863;2022;1003;1/19/2022;2;2;1;2;4;1;2;3;3;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;22;4
864;2020;1003;1/11/2020;2;2;8;3;7;1;2;2;1;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;18;3
865;2024;1005;3/18/2024;2;2;8;2;9;2;3;1;1;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;2;4
866;2021;1003;3/17/2021;2;2;13;3;7;3;1;2;4;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;15;4
867;2023;1001;2/6/2023;2;2;13;1;8;2;3;1;4;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;7;4
868;2020;1004;12/27/2020;2;2;12;5;10;2;3;1;3;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;9;1
869;2024;1003;2/23/2024;2;2;1;1;4;3;1;2;4;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;18;2
870;2024;1001;6/14/2024;1;1;10;4;3;2;3;1;1;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;7;4
871;2024;1005;2/3/2024;2;2;7;2;9;1;2;2;2;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;17;5
872;2024;1005;11/1/2024;2;2;4;3;4;2;3;2;3;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;25;4
873;2022;1001;8/13/2022;1;1;9;5;2;2;3;1;1;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;2;1
874;2020;1003;12/2/2020;2;2;11;2;8;3;1;2;2;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;12;2
875;2024;1005;1/2/2024;2;2;8;3;10;3;1;1;2;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;10;4
876;2020;1003;11/29/2020;2;2;7;1;3;3;1;3;4;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;13;3
877;2023;1005;2/21/2023;1;1;10;1;5;2;3;2;4;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;8;4
878;2023;1004;8/21/2023;1;1;9;1;4;2;3;2;1;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;21;2
879;2022;1002;6/15/2022;2;2;8;5;3;1;2;2;2;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;3;4
880;2020;1005;4/13/2020;2;2;8;4;4;3;1;3;2;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;9;5
881;2024;1003;12/3/2024;2;2;12;5;9;2;3;1;3;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;10;3
882;2023;1004;3/13/2023;2;2;11;4;8;2;3;1;2;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;2;3
883;2024;1003;1/9/2024;2;2;8;3;8;3;1;3;4;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;21;3
884;2024;1004;7/19/2024;2;2;12;1;1;3;1;1;1;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;8;2
885;2024;1004;8/23/2024;2;2;2;3;9;1;2;2;1;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;17;3
886;2024;1004;12/8/2024;2;2;12;5;1;2;3;3;2;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;6;1
887;2022;1005;11/19/2022;2;2;4;4;8;2;3;3;4;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;15;1
888;2023;1004;11/15/2023;2;2;13;2;6;3;1;2;4;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;7;1
889;2020;1003;11/17/2020;2;2;5;4;6;1;2;3;1;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;11;2
890;2022;1005;8/1/2022;2;2;4;5;1;3;1;2;2;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;11;4
891;2024;1001;11/19/2024;2;2;7;2;2;3;1;3;2;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;17;5
892;2020;1005;5/19/2020;2;2;14;3;8;3;1;2;1;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;8;5
893;2024;1002;11/15/2024;1;1;9;5;5;2;3;3;2;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;18;1
894;2020;1001;8/28/2020;1;1;10;3;10;1;2;3;2;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;13;4
895;2024;1002;1/21/2024;2;2;5;1;4;3;1;1;1;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;4;2
896;2023;1005;8/26/2023;2;2;6;1;3;1;2;3;2;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;4;1
897;2021;1005;10/4/2021;2;2;4;1;8;2;3;3;3;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;5;1
898;2022;1005;5/3/2022;2;2;4;4;9;1;2;1;2;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;23;4
899;2020;1003;8/26/2020;1;1;10;3;5;1;2;1;1;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;2;5
900;2021;1004;6/24/2021;2;2;6;2;5;3;1;3;4;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;20;1
901;2023;1002;4/10/2023;1;1;9;1;4;1;2;2;4;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;10;2
902;2021;1002;11/14/2021;2;2;4;2;1;1;2;1;1;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;1;1
903;2021;1005;10/24/2021;1;1;10;2;1;1;2;2;4;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;4;3
904;2023;1003;2/2/2023;2;2;2;1;7;1;2;2;2;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;15;5
905;2021;1003;3/10/2021;2;2;6;4;5;3;1;3;1;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;16;3
906;2022;1002;2/28/2022;2;2;15;2;5;3;1;2;2;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;16;5
907;2022;1005;4/13/2022;2;2;15;3;6;1;2;1;4;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;9;1
908;2022;1003;6/27/2022;1;1;9;2;4;3;1;2;4;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;12;4
909;2022;1003;12/5/2022;2;2;7;3;7;3;1;3;2;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;5;3
910;2024;1003;3/17/2024;2;2;3;1;7;1;2;1;1;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;13;5
911;2021;1002;8/28/2021;2;2;6;4;5;2;3;2;1;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;13;4
912;2024;1002;8/6/2024;2;2;11;3;1;1;2;1;3;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;24;1
913;2022;1004;8/5/2022;2;2;3;4;9;3;1;2;2;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;4;1
914;2021;1004;7/27/2021;1;1;9;4;7;3;1;2;1;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;13;3
915;2022;1001;7/18/2022;2;2;12;5;3;2;3;1;3;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;20;2
916;2020;1001;8/2/2020;2;2;12;4;1;3;1;3;2;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;2;4
917;2021;1001;12/21/2021;1;1;9;3;10;3;1;1;4;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;11;3
918;2021;1005;4/4/2021;2;2;8;3;1;3;1;1;2;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;18;3
919;2021;1003;9/23/2021;2;2;1;1;9;3;1;1;2;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;22;1
920;2021;1005;9/29/2021;2;2;11;3;5;2;3;1;2;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;6;2
921;2022;1004;8/30/2022;2;2;5;4;3;2;3;1;3;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;25;5
922;2024;1002;12/24/2024;2;2;12;1;2;3;1;2;1;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;13;3
923;2020;1005;4/21/2020;2;2;6;1;1;2;3;3;1;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;16;5
924;2022;1003;6/10/2022;2;2;4;2;9;1;2;2;4;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;21;5
925;2022;1001;7/4/2022;1;1;9;4;2;2;3;2;1;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;24;4
926;2022;1001;7/2/2022;2;2;3;5;3;3;1;1;4;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;23;1
927;2020;1003;5/13/2020;2;2;7;4;8;1;2;3;4;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;8;5
928;2024;1002;7/24/2024;2;2;11;2;5;2;3;3;4;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;15;5
929;2024;1003;6/13/2024;2;2;5;3;7;1;2;2;1;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;13;3
930;2023;1003;2/3/2023;2;2;15;4;10;2;3;2;2;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;11;5
931;2022;1002;11/21/2022;2;2;15;5;10;3;1;3;3;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;7;5
932;2023;1005;8/1/2023;2;2;4;3;1;2;3;2;4;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;19;4
933;2022;1005;12/12/2022;2;2;1;4;9;3;1;1;4;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;17;5
934;2021;1001;9/17/2021;2;2;2;3;10;2;3;3;3;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;24;5
935;2023;1001;6/1/2023;2;2;1;3;6;3;1;2;1;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;16;3
936;2020;1001;7/15/2020;2;2;13;5;7;3;1;3;1;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;7;3
937;2021;1003;3/4/2021;2;2;6;4;5;3;1;1;1;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;23;5
938;2024;1005;8/14/2024;2;2;1;2;6;2;3;1;4;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;25;2
939;2024;1003;4/22/2024;2;2;4;3;5;1;2;1;1;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;15;4
940;2023;1005;6/23/2023;2;2;3;4;3;1;2;2;3;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;11;2
941;2021;1005;9/26/2021;2;2;15;2;10;3;1;2;4;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;24;1
942;2023;1002;7/8/2023;2;2;2;2;1;1;2;1;2;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;22;4
943;2022;1003;11/7/2022;2;2;15;4;10;3;1;3;1;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;9;5
944;2024;1003;12/24/2024;2;2;13;1;9;2;3;2;2;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;21;5
945;2020;1004;2/17/2020;1;1;9;2;6;3;1;2;1;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;12;4
946;2021;1004;11/23/2021;2;2;5;3;4;3;1;2;4;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;13;2
947;2020;1005;11/26/2020;2;2;3;1;7;1;2;3;3;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;9;3
948;2023;1005;1/2/2023;2;2;11;2;2;2;3;3;4;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;22;3
949;2020;1004;12/31/2020;1;1;10;2;1;1;2;2;2;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;19;1
950;2020;1004;5/26/2020;2;2;1;1;9;2;3;1;1;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;1;1
951;2023;1002;6/10/2023;2;2;7;1;10;2;3;2;1;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;19;2
952;2020;1001;1/18/2020;2;2;2;1;7;2;3;3;2;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;3;3
953;2020;1002;1/27/2020;2;2;7;5;1;1;2;3;1;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;3;1
954;2022;1001;9/11/2022;2;2;4;5;8;2;3;1;4;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;13;5
955;2020;1005;11/26/2020;2;2;7;2;6;2;3;3;4;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;11;4
956;2023;1002;6/21/2023;1;1;9;1;7;3;1;1;2;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;2;3
957;2024;1005;8/9/2024;2;2;7;4;8;3;1;3;2;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;17;4
958;2024;1003;3/11/2024;2;2;6;4;5;2;3;2;4;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;22;3
959;2024;1003;8/3/2024;2;2;15;1;3;2;3;3;1;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;13;2
960;2022;1003;2/7/2022;2;2;6;5;9;2;3;1;3;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;14;1
961;2024;1003;7/3/2024;2;2;8;3;1;2;3;2;1;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;3;4
962;2024;1001;12/22/2024;2;2;2;4;4;2;3;1;2;-,78;224673174862,542;,32;,3;13,15;17,3;-,54;,31;-,5;-,56;27,6;18;1
963;2021;1001;6/23/2021;2;2;11;5;10;3;1;2;3;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;8;3
964;2023;1004;5/12/2023;2;2;7;3;3;1;2;1;1;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;10;1
965;2020;1004;12/16/2020;2;2;11;5;2;3;1;2;1;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;24;4
966;2021;1002;12/17/2021;1;1;10;2;7;3;1;3;4;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;3;1
967;2021;1004;3/26/2021;2;2;4;3;7;3;1;1;4;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;25;1
968;2020;1005;10/31/2020;2;2;13;1;9;1;2;3;1;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;1;1
969;2021;1004;5/25/2021;2;2;7;4;8;1;2;1;2;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;6;1
970;2023;1004;8/10/2023;2;2;11;3;6;2;3;2;3;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;25;2
971;2020;1003;11/12/2020;1;1;10;5;8;1;2;1;4;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;6;5
972;2021;1004;11/23/2021;2;2;6;3;6;1;2;3;4;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;12;1
973;2021;1004;5/18/2021;2;2;7;3;9;2;3;2;4;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;21;2
974;2022;1005;12/26/2022;1;1;10;4;2;1;2;2;2;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;15;4
975;2020;1001;10/31/2020;2;2;7;3;1;3;1;3;4;-,52;191509018299,917;,18;,1;3,56;13,22;-,36;,47;-,29;-,38;18,2;11;2
976;2021;1004;7/7/2021;2;2;15;3;10;1;2;3;1;-,65;217085487224,893;,26;,25;12,1;15,92;-,36;,06;-,3;-,53;18,2;14;3
977;2023;1001;7/13/2023;2;2;13;4;6;3;1;3;3;-,72;221775234260,737;,3;,28;13,1;17,24;-,52;,29;-,49;-,54;27,1;25;4
978;2022;1002;3/11/2022;2;2;11;4;1;1;2;3;3;-,81;223002152647,317;,28;,26;12,15;16,74;-,49;,21;-,4;-,55;22,9;9;3
